SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
16.2,WARTH,0.1,6,2007,29.17,11025,11025/1,1,4/15/2014,11025,1,10,5/13/2014,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,4/24/2014,18
5.4,WARTH,0.1,6,2008,29.17,11025,11025/13,1,4/15/2014,11025,13,20,5/13/2014,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,4/24/2014,6
62.5,FRANS,0,4,2009,47.09,11026,11026/18,1,4/15/2014,11026,18,8,5/13/2014,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,4/28/2014,62.5
53,FRANS,0,4,2010,47.09,11026,11026/51,1,4/15/2014,11026,51,10,5/13/2014,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,4/28/2014,53
3.375,BOTTM,0.25,1,2011,52.52,11027,11027/24,1,4/16/2014,11027,24,30,5/14/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/20/2014,4.5
36.975,BOTTM,0.25,1,2012,52.52,11027,11027/62,1,4/16/2014,11027,62,21,5/14/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/20/2014,49.3
24,KOENE,0,2,2013,29.59,11028,11028/55,1,4/16/2014,11028,55,35,5/14/2014,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,1,4/22/2014,24
55,KOENE,0,2,2014,29.59,11028,11028/59,1,4/16/2014,11028,59,24,5/14/2014,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,1,4/22/2014,55
38,CHOPS,0,4,2015,47.84,11029,11029/56,1,4/16/2014,11029,56,20,5/14/2014,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,1,4/27/2014,38
43.9,CHOPS,0,4,2016,47.84,11029,11029/63,1,4/16/2014,11029,63,12,5/14/2014,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,1,4/27/2014,43.9
14.25,SAVEA,0.25,7,2017,830.75,11030,11030/2,1,4/17/2014,11030,2,100,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/27/2014,19
21.35,SAVEA,0,7,2018,830.75,11030,11030/5,1,4/17/2014,11030,5,70,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/27/2014,21.35
92.8425,SAVEA,0.25,7,2019,830.75,11030,11030/29,1,4/17/2014,11030,29,60,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/27/2014,123.79
41.25,SAVEA,0.25,7,2020,830.75,11030,11030/59,1,4/17/2014,11030,59,100,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/27/2014,55
18,SAVEA,0,6,2021,227.22,11031,11031/1,1,4/17/2014,11031,1,45,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/24/2014,18
6,SAVEA,0,6,2022,227.22,11031,11031/13,1,4/17/2014,11031,13,80,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/24/2014,6
4.5,SAVEA,0,6,2023,227.22,11031,11031/24,1,4/17/2014,11031,24,21,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/24/2014,4.5
33.25,SAVEA,0,6,2024,227.22,11031,11031/64,1,4/17/2014,11031,64,20,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/24/2014,33.25
21.5,SAVEA,0,6,2025,227.22,11031,11031/71,1,4/17/2014,11031,71,16,5/15/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/24/2014,21.5
19,WHITC,0,2,2026,606.19,11032,11032/36,1,4/17/2014,11032,36,35,5/15/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/23/2014,19
263.5,WHITC,0,2,2027,606.19,11032,11032/38,1,4/17/2014,11032,38,25,5/15/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/23/2014,263.5
55,WHITC,0,2,2028,606.19,11032,11032/59,1,4/17/2014,11032,59,30,5/15/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/23/2014,55
29.52,RICSU,0.1,7,2029,84.74,11033,11033/53,1,4/17/2014,11033,53,70,5/15/2014,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,4/23/2014,32.8
32.4,RICSU,0.1,7,2030,84.74,11033,11033/69,1,4/17/2014,11033,69,36,5/15/2014,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,3,4/23/2014,36
9,OLDWO,0.1,8,2031,40.32,11034,11034/21,1,4/20/2014,11034,21,15,6/1/2014,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,4/27/2014,10
19.45,OLDWO,0,8,2032,40.32,11034,11034/44,1,4/20/2014,11034,44,12,6/1/2014,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,4/27/2014,19.45
28.5,OLDWO,0,8,2033,40.32,11034,11034/61,1,4/20/2014,11034,61,6,6/1/2014,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,4/27/2014,28.5
18,SUPRD,0,2,2034,0.17,11035,11035/1,1,4/20/2014,11035,1,10,5/18/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/24/2014,18
18,SUPRD,0,2,2035,0.17,11035,11035/35,1,4/20/2014,11035,35,60,5/18/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/24/2014,18
14,SUPRD,0,2,2036,0.17,11035,11035/42,1,4/20/2014,11035,42,30,5/18/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/24/2014,14
7.45,SUPRD,0,2,2037,0.17,11035,11035/54,1,4/20/2014,11035,54,10,5/18/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/24/2014,7.45
6,DRACD,0,8,2038,149.47,11036,11036/13,1,4/20/2014,11036,13,7,5/18/2014,Walserweg 21,Aachen,Germany,Drachenblut Delikatessen,52066,Western Europe,3,4/22/2014,6
55,DRACD,0,8,2039,149.47,11036,11036/59,1,4/20/2014,11036,59,30,5/18/2014,Walserweg 21,Aachen,Germany,Drachenblut Delikatessen,52066,Western Europe,3,4/22/2014,55
15,GODOS,0,7,2040,3.2,11037,11037/70,1,4/21/2014,11037,70,4,5/19/2014,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,1,4/27/2014,15
14.72,SUPRD,0.2,1,2041,29.59,11038,11038/40,1,4/21/2014,11038,40,5,5/19/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/30/2014,18.4
7,SUPRD,0,1,2042,29.59,11038,11038/52,1,4/21/2014,11038,52,2,5/19/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/30/2014,7
21.5,SUPRD,0,1,2043,29.59,11038,11038/71,1,4/21/2014,11038,71,30,5/19/2014,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,4/30/2014,21.5
45.6,LINOD,0,1,2044,65,11039,11039/28,1,4/21/2014,11039,28,20,5/19/2014,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,,45.6
18,LINOD,0,1,2045,65,11039,11039/35,1,4/21/2014,11039,35,24,5/19/2014,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,,18
20,LINOD,0,1,2046,65,11039,11039/49,1,4/21/2014,11039,49,60,5/19/2014,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,,20
19.5,LINOD,0,1,2047,65,11039,11039/57,1,4/21/2014,11039,57,28,5/19/2014,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,,19.5
10,GREAL,0,4,2048,18.84,11040,11040/21,1,4/22/2014,11040,21,20,5/20/2014,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,3,,10
15.2,CHOPS,0.2,3,2049,48.22,11041,11041/2,1,4/22/2014,11041,2,30,5/20/2014,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,2,4/28/2014,19
43.9,CHOPS,0,3,2050,48.22,11041,11041/63,1,4/22/2014,11041,63,30,5/20/2014,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,2,4/28/2014,43.9
19.45,COMMI,0,2,2051,29.99,11042,11042/44,1,4/22/2014,11042,44,15,5/6/2014,"Av. dos Lusíadas, 23",Sao Paulo,Brazil,Comércio Mineiro,05432-043,South America,1,5/1/2014,19.45
28.5,COMMI,0,2,2052,29.99,11042,11042/61,1,4/22/2014,11042,61,4,5/6/2014,"Av. dos Lusíadas, 23",Sao Paulo,Brazil,Comércio Mineiro,05432-043,South America,1,5/1/2014,28.5
21,SPECD,0,5,2053,8.8,11043,11043/11,1,4/22/2014,11043,11,10,5/20/2014,"25, rue Lauriston",Paris,France,Spécialités du monde,75016,Western Europe,2,4/29/2014,21
49.3,WOLZA,0,4,2054,8.72,11044,11044/62,1,4/23/2014,11044,62,12,5/21/2014,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,1,5/1/2014,49.3
2.5,BOTTM,0,6,2055,70.58,11045,11045/33,1,4/23/2014,11045,33,15,5/21/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,2,,2.5
53,BOTTM,0,6,2056,70.58,11045,11045/51,1,4/23/2014,11045,51,24,5/21/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,2,,53
36.1,WANDK,0.05,8,2057,71.64,11046,11046/12,1,4/23/2014,11046,12,20,5/21/2014,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,4/24/2014,38
30.4,WANDK,0.05,8,2058,71.64,11046,11046/32,1,4/23/2014,11046,32,15,5/21/2014,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,4/24/2014,32
17.1,WANDK,0.05,8,2059,71.64,11046,11046/35,1,4/23/2014,11046,35,18,5/21/2014,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,4/24/2014,18
13.5,EASTC,0.25,7,2060,46.62,11047,11047/1,1,4/24/2014,11047,1,25,5/22/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,3,5/1/2014,18
16.0125,EASTC,0.25,7,2061,46.62,11047,11047/5,1,4/24/2014,11047,5,30,5/22/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,3,5/1/2014,21.35
12.5,BOTTM,0,7,2062,24.12,11048,11048/68,1,4/24/2014,11048,68,42,5/22/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,4/30/2014,12.5
15.2,GOURL,0.2,3,2063,8.34,11049,11049/2,1,4/24/2014,11049,2,10,5/22/2014,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,1,5/4/2014,19
30.4,GOURL,0.2,3,2064,8.34,11049,11049/12,1,4/24/2014,11049,12,4,5/22/2014,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,1,5/4/2014,38
16.2,FOLKO,0.1,8,2065,59.41,11050,11050/76,1,4/27/2014,11050,76,50,5/25/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,5/5/2014,18
3.6,LAMAI,0.2,7,2066,2.79,11051,11051/24,1,4/27/2014,11051,24,10,5/25/2014,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,3,,4.5
36.8,HANAR,0.2,3,2067,67.26,11052,11052/43,1,4/27/2014,11052,43,30,5/25/2014,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,1,5/1/2014,46
22.8,HANAR,0.2,3,2068,67.26,11052,11052/61,1,4/27/2014,11052,61,10,5/25/2014,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,1,5/1/2014,28.5
50,PICCO,0.2,2,2069,53.05,11053,11053/18,1,4/27/2014,11053,18,35,5/25/2014,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,2,4/29/2014,62.5
32,PICCO,0,2,2070,53.05,11053,11053/32,1,4/27/2014,11053,32,20,5/25/2014,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,2,4/29/2014,32
26.6,PICCO,0.2,2,2071,53.05,11053,11053/64,1,4/27/2014,11053,64,25,5/25/2014,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,2,4/29/2014,33.25
2.5,CACTU,0,8,2072,0.33,11054,11054/33,1,4/28/2014,11054,33,10,5/26/2014,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,South America,1,,2.5
14,CACTU,0,8,2073,0.33,11054,11054/67,1,4/28/2014,11054,67,20,5/26/2014,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,South America,1,,14
4.5,HILAA,0,7,2074,120.92,11055,11055/24,1,4/28/2014,11055,24,15,5/26/2014,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,5/5/2014,4.5
14,HILAA,0,7,2075,120.92,11055,11055/25,1,4/28/2014,11055,25,15,5/26/2014,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,5/5/2014,14
53,HILAA,0,7,2076,120.92,11055,11055/51,1,4/28/2014,11055,51,20,5/26/2014,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,5/5/2014,53
19.5,HILAA,0,7,2077,120.92,11055,11055/57,1,4/28/2014,11055,57,20,5/26/2014,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,5/5/2014,19.5
30,EASTC,0,8,2078,278.96,11056,11056/7,1,4/28/2014,11056,7,40,5/12/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,2,5/1/2014,30
24,EASTC,0,8,2079,278.96,11056,11056/55,1,4/28/2014,11056,55,35,5/12/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,2,5/1/2014,24
34,EASTC,0,8,2080,278.96,11056,11056/60,1,4/28/2014,11056,60,50,5/12/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,2,5/1/2014,34
15,NORTS,0,3,2081,4.13,11057,11057/70,1,4/29/2014,11057,70,3,5/27/2014,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,5/1/2014,15
10,BLAUS,0,9,2082,31.14,11058,11058/21,1,4/29/2014,11058,21,3,5/27/2014,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,Western Europe,3,,10
34,BLAUS,0,9,2083,31.14,11058,11058/60,1,4/29/2014,11058,60,21,5/27/2014,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,Western Europe,3,,34
28.5,BLAUS,0,9,2084,31.14,11058,11058/61,1,4/29/2014,11058,61,4,5/27/2014,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,Western Europe,3,,28.5
6,RICAR,0,2,2085,85.8,11059,11059/13,1,4/29/2014,11059,13,30,6/10/2014,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,,6
39,RICAR,0,2,2086,85.8,11059,11059/17,1,4/29/2014,11059,17,12,6/10/2014,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,,39
34,RICAR,0,2,2087,85.8,11059,11059/60,1,4/29/2014,11059,60,35,6/10/2014,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,,34
34,FRANS,0,2,2088,10.98,11060,11060/60,1,4/30/2014,11060,60,4,5/28/2014,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,2,5/4/2014,34
13,FRANS,0,2,2089,10.98,11060,11060/77,1,4/30/2014,11060,77,10,5/28/2014,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,2,5/4/2014,13
34,GREAL,0,4,2090,14.01,11061,11061/60,1,4/30/2014,11061,60,15,6/11/2014,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,3,,34
26.24,REGGC,0.2,4,2091,29.93,11062,11062/53,1,4/30/2014,11062,53,10,5/28/2014,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,2,,32.8
12,REGGC,0.2,4,2092,29.93,11062,11062/70,1,4/30/2014,11062,70,12,5/28/2014,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,2,,15
14,HUNGO,0,3,2093,81.73,11063,11063/34,1,4/30/2014,11063,34,30,5/28/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,5/6/2014,14
16.56,HUNGO,0.1,3,2094,81.73,11063,11063/40,1,4/30/2014,11063,40,40,5/28/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,5/6/2014,18.4
8.685,HUNGO,0.1,3,2095,81.73,11063,11063/41,1,4/30/2014,11063,41,30,5/28/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,5/6/2014,9.65
35.1,SAVEA,0.1,1,2096,30.09,11064,11064/17,1,5/1/2014,11064,17,77,5/29/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,5/4/2014,39
9.65,SAVEA,0,1,2097,30.09,11064,11064/41,1,5/1/2014,11064,41,12,5/29/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,5/4/2014,9.65
29.52,SAVEA,0.1,1,2098,30.09,11064,11064/53,1,5/1/2014,11064,53,25,5/29/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,5/4/2014,32.8
21.6,SAVEA,0.1,1,2099,30.09,11064,11064/55,1,5/1/2014,11064,55,4,5/29/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,5/4/2014,24
12.5,SAVEA,0,1,2100,30.09,11064,11064/68,1,5/1/2014,11064,68,55,5/29/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,5/4/2014,12.5
19.4175,LILAS,0.25,8,2101,12.91,11065,11065/30,1,5/1/2014,11065,30,4,5/29/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,,25.89
5.5875,LILAS,0.25,8,2102,12.91,11065,11065/54,1,5/1/2014,11065,54,20,5/29/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,,7.45
17.45,WHITC,0,7,2103,44.72,11066,11066/16,1,5/1/2014,11066,16,3,5/29/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,5/4/2014,17.45
9.2,WHITC,0,7,2104,44.72,11066,11066/19,1,5/1/2014,11066,19,42,5/29/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,5/4/2014,9.2
14,WHITC,0,7,2105,44.72,11066,11066/34,1,5/1/2014,11066,34,35,5/29/2014,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,5/4/2014,14
9.65,DRACD,0,1,2106,7.98,11067,11067/41,1,5/4/2014,11067,41,9,5/18/2014,Walserweg 21,Aachen,Germany,Drachenblut Delikatessen,52066,Western Europe,2,5/6/2014,9.65
38.76,QUEE,0.15,8,2107,81.75,11068,11068/28,1,5/4/2014,11068,28,8,6/1/2014,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,,45.6
39.1,QUEE,0.15,8,2108,81.75,11068,11068/43,1,5/4/2014,11068,43,36,6/1/2014,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,,46
11.05,QUEE,0.15,8,2109,81.75,11068,11068/77,1,5/4/2014,11068,77,28,6/1/2014,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,,13
18,TORTU,0,1,2110,15.67,11069,11069/39,1,5/4/2014,11069,39,20,6/1/2014,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,5/6/2014,18
15.3,LEHMS,0.15,2,2111,136,11070,11070/1,1,5/5/2014,11070,1,40,6/2/2014,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,,18
16.15,LEHMS,0.15,2,2112,136,11070,11070/2,1,5/5/2014,11070,2,20,6/2/2014,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,,19
14.8325,LEHMS,0.15,2,2113,136,11070,11070/16,1,5/5/2014,11070,16,30,6/2/2014,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,,17.45
12.5,LEHMS,0,2,2114,136,11070,11070/31,1,5/5/2014,11070,31,20,6/2/2014,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,,12.5
28.5,LILAS,0.05,1,2115,0.93,11071,11071/7,1,5/5/2014,11071,7,15,6/2/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,,30
5.7,LILAS,0.05,1,2116,0.93,11071,11071/13,1,5/5/2014,11071,13,10,6/2/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,,6
19,ERNSH,0,4,2117,258.64,11072,11072/2,1,5/5/2014,11072,2,8,6/2/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,,19
9.65,ERNSH,0,4,2118,258.64,11072,11072/41,1,5/5/2014,11072,41,40,6/2/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,,9.65
16.25,ERNSH,0,4,2119,258.64,11072,11072/50,1,5/5/2014,11072,50,22,6/2/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,,16.25
33.25,ERNSH,0,4,2120,258.64,11072,11072/64,1,5/5/2014,11072,64,130,6/2/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,,33.25
21,PERIC,0,2,2121,24.95,11073,11073/11,1,5/5/2014,11073,11,10,6/2/2014,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,,21
4.5,PERIC,0,2,2122,24.95,11073,11073/24,1,5/5/2014,11073,24,20,6/2/2014,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,,4.5
16.5775,SIMOB,0.05,7,2123,18.44,11074,11074/16,1,5/6/2014,11074,16,14,6/3/2014,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,2,,17.45
16.15,RICSU,0.15,8,2124,6.19,11075,11075/2,1,5/6/2014,11075,2,10,6/3/2014,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,2,,19
10.2,RICSU,0.15,8,2125,6.19,11075,11075/46,1,5/6/2014,11075,46,30,6/3/2014,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,2,,12
15.3,RICSU,0.15,8,2126,6.19,11075,11075/76,1,5/6/2014,11075,76,2,6/3/2014,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,2,,18
18.75,BONAP,0.25,4,2127,38.28,11076,11076/6,1,5/6/2014,11076,6,20,6/3/2014,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,,25
17.4375,BONAP,0.25,4,2128,38.28,11076,11076/14,1,5/6/2014,11076,14,20,6/3/2014,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,,23.25
6.9,BONAP,0.25,4,2129,38.28,11076,11076/19,1,5/6/2014,11076,19,10,6/3/2014,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,2,,9.2
15.2,RATTC,0.2,1,2130,8.53,11077,11077/2,1,5/6/2014,11077,2,24,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,19
10,RATTC,0,1,2131,8.53,11077,11077/3,1,5/6/2014,11077,3,4,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,10
22,RATTC,0,1,2132,8.53,11077,11077/4,1,5/6/2014,11077,4,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,22
24.5,RATTC,0.02,1,2133,8.53,11077,11077/6,1,5/6/2014,11077,6,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,25
28.5,RATTC,0.05,1,2134,8.53,11077,11077/7,1,5/6/2014,11077,7,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,30
36,RATTC,0.1,1,2135,8.53,11077,11077/8,1,5/6/2014,11077,8,2,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,40
31,RATTC,0,1,2136,8.53,11077,11077/10,1,5/6/2014,11077,10,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,31
36.1,RATTC,0.05,1,2137,8.53,11077,11077/12,1,5/6/2014,11077,12,2,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,38
6,RATTC,0,1,2138,8.53,11077,11077/13,1,5/6/2014,11077,13,4,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,6
22.5525,RATTC,0.03,1,2139,8.53,11077,11077/14,1,5/6/2014,11077,14,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,23.25
16.9265,RATTC,0.03,1,2140,8.53,11077,11077/16,1,5/6/2014,11077,16,2,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,17.45
77.76,RATTC,0.04,1,2141,8.53,11077,11077/20,1,5/6/2014,11077,20,1,6/3/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,,81
